"","ELEC_DATE","ELEC_TYPE","CITY","DISTRICT","ELEC_POP","ELEC_VOTER","ELEC_RESIGN","ELEC_TURNOUT","ELEC_REASON","ELEC_REASON_RE","ELEC_REASON_DES","ELEC_PARTY","ELEC_ELECTED","ELEC_GENDER","ELEC_SHARE","ELEC_NUMBER","RIVAL_PARTY","RIVAL_NAME","RIVAL_GENDER","RIVAL_SHARE","ELEC_COMPETE","ELEC_COMPETE1","ELEC_COMPETE2","ELEC_COMPETE3","ELEC_CANDINUM","ELEC_EFFECNUM","PRE_POP","PRE_VOTER","PRE_RESIGN","PRE_TURNOUT","PRE_PARTY","PRE_ELECTED","PRE_SHARE","PRE_RIVAL_SHARE","PRE_COMPETE","PRE_CANDINUM","POST_POP","POST_VOTER","POST_RESIGN","POST_TURNOUT","POST_PARTY","POST_ELECTED","POST_SHARE","POST_RIVAL_SHARE","POST_COMPETE","POST_CANDINUM","GENERAL_DATE","GENERAL_DIFF","GENERAL_TENURE","PRESIDENT_DATE","PRESIDENT_DIFF","LOCAL_DATE","LOCAL_DIFF","NATL_DATE","NATL_DIFF","PRESIDENT_TENURE","PRESIDENT_POSITIVE","PRESIDENT_NEGATIVE","REGIONALISM","RULINGPARTY","RULINGAPPROVAL","PRE_ELEC_CANDI_DIFF","POST_ELEC_CANDI_DIFF","PRE_ELEC_SHIFT","POST_ELEC_SHIFT","PRE_ELEC_COMPETE_DIFF","POST_ELEC_COMPETE_DIFF","PRE_ELEC_SHIFT2","PRESIDENT","ELEC_RULING","ELEC_OPPOSITION","PREVOTE","METROPOL","CPI_grth","CPI_grthyearly","CPI_yearly"
"25",1998-04-02,"국회의원","경상북도","문경시예천군",115655,76682,38973,66.3023647918378,"당선무효",3,"한보사태로 의원직 상실(https://www.joongang.co.kr/article/3579073#home)","한나라당","신영국","남",46.9,2,"자유민주연합","신국환","남",45.2,96.3752665245203,1.7,0.018458197611292,0.981541802388708,3,3,117837,91173,26664,77.37,"신한국당","황병태",34.77,34.02,97.8429680759275,7,114575,83553,31022,72.92,"한나라당","신영국",47.35,46.39,97.9725448785639,3,2000-04-13,742,2,2002-12-19,1722,1998-06-04,63,1998-06-04,63,4,84.8,1.4,"TK",0,40,4,0,1,1,-1.46770155140726,-1.59727835404361,2,"김대중",0,1,0,3,8.8,7.5,64.6
"26",1998-04-02,"국회의원","경상북도","의성군",63481,46896,16585,73.8740725571431,"당선무효",3,"선거법위반(https://www.donga.com/news/Politics/article/all/19971226/7310165/1)","한나라당","정창화","남",41.5,4,"자유민주연합","김상윤","남",37.3,89.8795180722892,4.2,0.0532994923857868,0.946700507614213,3,3,65154,52548,12606,80.65,"자유민주연합","김화남",40.13,34.68,86.419137802143,5,NA,NA,NA,NA,"한나라당(군위의성군)",NA,NA,NA,NA,NA,2000-04-13,742,2,2002-12-19,1722,1998-06-04,63,1998-06-04,63,4,84.8,1.4,"TK",0,33.5,2,-3,1,NA,3.46038027014613,89.8795180722892,4,"김대중",0,1,0,3,8.8,7.5,64.6
"27",1998-07-21,"국회의원","서울시","종로구",144375,48693,95682,33.7267532467532,"사직",2,"선거법위반조사(https://www.joongang.co.kr/article/3593128#home)","새정치국민회의","노무현","남",54.4,2,"한나라당","정인봉","남",43.5,79.9632352941177,10.9,0.111338100102145,0.888661899897855,3,2,150189,99365,50824,66.16,"신한국당","이명박",41,33.6,81.9512195121951,9,142070,81806,60264,57.58,"한나라당","정인봉",48.7,40,82.135523613963,9,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"OTHERS",1,33.5,6,6,1,1,-1.98798421807747,-2.17228831984538,1,"김대중",0,0,0,1,7.3,7.5,64.6
"28",1998-07-21,"국회의원","서울시","서초구갑",141705,53223,88482,37.5590134434212,"사직",1,"서울시장출마(https://www.joongang.co.kr/article/3627829#home)","한나라당","박원홍","남",44.4,1,"자유민주연합","박준병","남",36.2,81.5315315315315,8.2,0.101736972704715,0.898263027295285,5,4,138217,83639,54578,60.51,"신한국당","최병렬",48.56,26.48,54.5304777594728,8,147327,80824,66503,54.86,"한나라당","박원홍",55.34,35.79,64.672930972172,5,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"OTHERS",0,33.5,3,0,1,1,27.0010537720587,16.8586005593595,2,"김대중",0,0,0,1,7.3,7.5,64.6
"29",1998-07-21,"국회의원","부산시","해운대구기장군을",79932,46580,33352,58.2745333533503,"사직",1,"부산시장출마(https://www.mk.co.kr/news/home/view/1998/03/13222/)","자유민주연합","김동주","남",44.6,3,"한나라당","안경율","남",33,73.9910313901345,11.6,0.149484536082474,0.850515463917526,3,3,78988,56508,22480,71.54,"신한국당","김기재",52.12,34.48,66.1550268610898,4,126549,78256,48293,61.84,"한나라당","안경률",47.74,26.79,56.1164641809803,5,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"PK",1,33.5,1,2,1,1,7.83600452904474,17.8745672091542,1,"김대중",0,1,0,1,7.3,7.5,64.6
"30",1998-07-21,"국회의원","대구시","북구갑",124200,49411,74789,39.7834138486312,"사직",1,"대구시장출마(https://www.joongang.co.kr/article/3639879#home)","한나라당","박승국","남",47.1,2,"자유민주연합","채병하","남",29.2,61.9957537154989,17.9,0.234600262123198,0.765399737876802,4,4,130624,81070,49554,62.06,"자유민주연합","이의익",41.93,30.61,73.0026234199857,8,130104,73866,56238,56.77,"한나라당","박승국",51.06,20.63,40.4034469251861,5,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"TK",0,33.5,4,1,1,1,-11.0068697044868,21.5923067903129,2,"김대중",0,1,0,1,7.3,7.5,64.6
"31",1998-07-21,"국회의원","경기도","수원시팔달구",186116,48674,137442,26.1525070386211,"사망",1,"https://www.hankyung.com/news/article/1998031301931","한나라당","남경필","남",44.3,1,"새정치국민회의","박왕식","남",42.9,96.8397291196388,1.4,0.0160550458715596,0.98394495412844,5,4,151939,86676,65263,57.05,"신한국당","남평우",30.18,24.94,82.6375082836315,8,204643,106871,97772,52.22,"한나라당","남경필",48.92,39.89,81.5412919051513,5,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"OTHERS",0,33.5,3,0,1,1,14.2022208360073,15.2984372144876,2,"김대중",0,0,0,2,7.3,7.5,64.6
"32",1998-07-21,"국회의원","경기도","광명시을",115923,58892,57031,50.8026879911666,"사직",1,"경기도지사출마(https://www.hankyung.com/politics/article/1998030601081)","새정치국민회의","조세형","남",51.1,4,"한나라당","전재희","여",48.9,95.6947162426614,2.2,0.022,0.978,2,2,117026,75233,41793,64.29,"신한국당","손학규",42.65,28.48,66.7760844079719,4,NA,NA,NA,NA,"한나라당(광명시)",NA,NA,NA,NA,NA,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"OTHERS",1,33.5,2,-2,1,NA,28.9186318346896,95.6947162426614,1,"김대중",0,0,0,2,7.3,7.5,64.6
"33",1998-07-21,"국회의원","강원도","강릉시을",85160,46538,38622,54.6477219351808,"당선무효",2,"선거법위반으로 당선무효(https://www.hankyung.com/politics/article/1998032500201)","한나라당","조순","남",61.1,1,"무소속","최각규","남",28.2,46.1538461538462,32.9,0.368421052631579,0.631578947368421,4,3,82158,54723,27435,66.61,"통합민주당","최욱철",45.08,25.41,56.3664596273292,5,NA,NA,NA,NA,"한나라당(강릉시)",NA,NA,NA,NA,NA,2000-04-13,632,1,2002-12-19,1612,2002-06-13,1423,2000-04-13,632,4,65.3,6.9,"OTHERS",0,24.6,1,-4,1,NA,-10.212613473483,46.1538461538462,4,"김대중",0,0,0,2,7.3,7.5,64.6
"34",1999-03-30,"국회의원","서울시","구로구을",128734,52540,76194,40.8128388770643,"당선무효",2,"선거법위반으로 당선무효(https://www.joongang.co.kr/article/3736349#home)","새정치국민회의","한광옥","남",53.5,4,"한나라당","조은희","여",39.4,73.6448598130841,14.1,0.151776103336921,0.848223896663079,4,3,124965,77893,47072,62.33,"신한국당","이신행",45.04,39.52,87.7442273534636,5,135033,72369,62664,53.59,"새천년민주당","장영신",48.27,41.56,86.0990263103377,6,2000-04-13,380,1,2002-12-19,1360,2002-06-13,1171,2000-04-13,380,3,63,14,"OTHERS",1,24.6,1,2,1,1,-14.0993675403795,-12.4541664972536,1,"김대중",0,0,0,1,0.5,0.8,65.1
"35",1999-03-30,"국회의원","경기도","시흥시",167045,53868,113177,32.2475979526475,"사망",1,"https://www.joongang.co.kr/article/3752429#home","자유민주연합","김의재","남",52.5,1,"한나라당","장경우","남",47.5,90.4761904761905,5,0.05,0.95,2,2,96058,60721,35337,63.21,"통합민주당","제정구",42.94,27.92,65.0209594783419,4,193001,97275,95726,50.4,"새천년민주당","박병윤",40.07,37.86,94.4846518592463,5,2000-04-13,380,1,2002-12-19,1360,2002-06-13,1171,2000-04-13,380,3,63,14,"OTHERS",1,21.4,2,3,1,1,25.4552309978486,-4.00846138305583,3,"김대중",0,0,0,2,0.5,0.8,65.1
"36",1999-06-03,"국회의원","서울시","송파구갑",151243,70190,81053,46.4087594136588,"당선무효",3,"선거법위반(https://www.donga.com/news/Politics/article/all/19980902/7373868/1)","한나라당","이회창","남",61.5,2,"자유민주연합","김희완","남",36.9,60,24.6,0.25,0.75,3,2,149724,96308,53416,64.32,"신한국당","홍준표",43.28,33.18,76.6635859519408,4,230153,125551,104602,54.55,"한나라당","맹형규",54.77,37.18,67.8838780354208,6,2000-04-13,315,0,2002-12-19,1295,2002-06-13,1106,2000-04-13,315,3,35.9,18.7,"OTHERS",0,21.4,1,3,1,0,-16.6635859519408,-7.88387803542084,2,"김대중",0,0,0,1,0.5,0.8,65.1
"37",1999-06-03,"국회의원","인천시","계양구강화군갑",201320,70902,130418,35.2185575203656,"당선무효",3,"선거법위반(https://www.chosun.com/site/data/html_dir/1999/03/12/1999031270178.html)","한나라당","안상수","남",54.9,1,"새정치국민회의","송영길","남",41.8,76.1384335154827,13.1,0.135470527404343,0.864529472595657,3,3,221584,134820,86764,60.84,"새정치국민회의","이기문",32.37,26.93,83.1943157244362,6,NA,NA,NA,NA,"새천년민주당",NA,NA,NA,NA,NA,2000-04-13,315,0,2002-12-19,1295,2002-06-13,1106,2000-04-13,315,3,35.9,18.7,"OTHERS",0,19,3,-3,1,NA,-7.05588220895352,76.1384335154827,4,"김대중",0,0,0,1,0.5,0.8,65.1
"38",2001-10-25,"국회의원","서울시","동대문구을",140280,63999,76281,45.6223267750214,"선거무효",3,"선거법위반(https://www.chosun.com/site/data/html_dir/2001/06/01/2001060170377.html)","한나라당","홍준표","남",50.6,2,"새천년민주당","허민회","남",44.7,88.3399209486166,5.9,0.061909758656873,0.938090241343127,4,2,131916,77872,54044,59.03,"한나라당","김영구",45.06,45.05,99.9778073679538,5,137569,87523,50046,63.62,"한나라당","홍준표",42.69,41.41,97.0016397282736,5,2004-04-15,903,2,2002-12-19,420,2002-06-13,231,2002-06-13,231,1,19.7,62.7,"OTHERS",0,19,1,1,1,1,-11.6378864193372,-8.66171877965699,4,"김대중",0,0,0,1,3.4,4.1,69.3
"39",2001-10-25,"국회의원","서울시","구로구을",140493,55314,85179,39.3713565800431,"당선무효",3,"선거법위반(https://news.sbs.co.kr/news/endPage.do?news_id=N0300131917)","한나라당","이승철","남",49.42,1,"새천년민주당","김한길","남",42.74,86.483205180089,6.68,0.0724826388888889,0.927517361111111,6,2,135033,72369,62664,53.59,"새천년민주당","장영신",48.27,41.56,86.0990263103377,6,142680,91137,51543,63.88,"열린우리당","김한길",54.02,38.92,72.047389855609,4,2004-04-15,903,2,2002-12-19,420,2002-06-13,231,2002-06-13,231,1,19.7,62.7,"OTHERS",0,19,0,-2,0,1,0.384178869751352,14.43581532448,2,"김대중",0,0,0,1,3.4,4.1,69.3
"40",2001-10-25,"국회의원","강원도","강릉시",168830,69224,99606,41.0021915536338,"사직",3,"선거법위반(https://www.donga.com/news//article/all/20011214/7769396/1)","한나라당","최돈웅","남",41.4,3,"새천년민주당","김문기","남",13,31.4009661835749,28.4,0.522058823529412,0.477941176470588,5,5,166344,98327,68017,59.11,"한나라당","최돈웅",42.11,27.79,65.9938256946094,6,169603,97598,72005,57.54,"한나라당","심재엽",47.24,37.9,80.2286198137172,4,2004-04-15,903,2,2002-12-19,420,2002-06-13,231,2002-06-13,231,1,19.7,62.7,"OTHERS",0,15.8,1,-1,1,1,-34.5928595110345,-48.8276536301423,4,"김대중",0,0,0,2,3.4,4.1,69.3
"41",2002-08-08,"국회의원","서울시","종로구",141008,40774,100234,28.9160898672416,"당선무효",3,"선거법위반(https://news.sbs.co.kr/news/endPage.do?news_id=N0311168848)","한나라당","박진","남",50.31,1,"무소속","정홍진","남",23.78,47.2669449413635,26.53,0.358078013227156,0.641921986772844,4,4,142070,81806,60264,57.58,"한나라당","정인봉",48.7,40,82.135523613963,9,137653,88123,49530,64.02,"한나라당","박진",42.8,42.1,98.3644859813084,7,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,5,3,1,1,-34.8685786725995,-51.0975410399449,4,"김대중",0,0,0,1,2.4,2.8,71.2
"42",2002-08-08,"국회의원","서울시","금천구",190882,46304,144578,24.2579185046259,"당선무효",3,"선거법위반(https://news.kbs.co.kr/news/view.do?ncd=283896)","한나라당","이우재","남",54.04,2,"새천년민주당","이목희","남",20.39,37.7313101406366,33.65,0.452102646782211,0.547897353217789,5,5,192926,104105,88821,53.96,"새천년민주당","장성민",45.87,39.96,87.1157619359058,6,197115,118153,78962,59.94,"열린우리당","이목희",42.49,37.44,88.1148505530713,5,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,1,0,1,1,-49.3844517952693,-50.3835404124347,2,"김대중",0,0,0,1,2.4,2.8,71.2
"43",2002-08-08,"국회의원","서울시","영등포을",161244,38667,122577,23.9804271786857,"사직",1,"서울시장출마(https://www.joongang.co.kr/article/4232041#home)","한나라당","권영세","남",54.91,1,"새천년민주당","장기표","남",37.74,68.7306501547988,17.17,0.185321100917431,0.814678899082569,5,4,163904,84170,79734,51.35,"새천년민주당","김민석",60.39,28.98,47.9880774962742,5,157628,96461,61167,61.2,"한나라당","권영세",43.38,41.67,96.0580912863071,4,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,0,-1,0,1,20.7425726585246,-27.3274411315083,2,"김대중",0,0,0,1,2.4,2.8,71.2
"44",2002-08-08,"국회의원","부산시","부산진갑",168903,49212,119691,29.1362498001812,"당선무효",3,"선거법위반(https://www.joongang.co.kr/article/4304254#home)","한나라당","김병호","남",50.06,1,"무소속","하계열","남",40.75,81.4023172193368,9.31,0.10252174870609,0.89747825129391,3,3,165604,92539,73065,55.88,"한나라당","정재문",58.53,24.81,42.3885187083547,5,164806,103227,61579,62.64,"한나라당","김병호",55.59,36.98,66.5227558913473,4,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"PK",0,15.8,2,1,1,1,39.0137985109821,14.8795613279894,4,"김대중",0,1,0,1,2.4,2.8,71.2
"45",2002-08-08,"국회의원","부산시","해운대기장갑",217764,40852,176912,18.7597582704212,"사망",1,"https://www.mk.co.kr/news/home/view/2002/01/3814/","한나라당","서병수","남",69.56,1,"새천년민주당","최인호","남",20,28.7521564117309,49.56,0.553372041089772,0.446627958910228,4,3,211134,109572,101562,51.9,"한나라당","손태인",65.79,21.45,32.6037391700866,3,220815,131462,89353,59.53,"한나라당","서병수",55.55,44.44,80,2,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"PK",0,15.8,-1,-2,1,1,-3.85158275835576,-51.2478435882691,4,"김대중",0,1,0,1,2.4,2.8,71.2
"46",2002-08-08,"국회의원","인천시","서구 강화군을",92019,31251,60768,33.9614644801617,"당선무효",3,"선거법위반(https://www.joongang.co.kr/article/4295896)","한나라당","이경재","남",73.57,2,"새천년민주당","신동근","남",26.43,35.9249694168819,47.14,0.4714,0.5286,2,2,85559,55127,30432,64.43,"새천년민주당","박용호",51.82,48.17,92.9563874951756,2,91690,55954,35736,61.03,"한나라당","이경재",47.47,38.98,82.1150200126396,5,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,0,3,0,1,-57.0314180782937,-46.1900505957577,2,"김대중",0,0,0,1,2.4,2.8,71.2
"47",2002-08-08,"국회의원","광주시","광주 북구갑",150683,33821,116862,22.4451331603432,"사직",1,"광주시장출마(https://www.joongang.co.kr/article/4286320#home)","새천년민주당","김상현","남",55.9,6,"무소속","변형","남",20.61,36.8694096601073,35.29,0.46124689583061,0.53875310416939,5,4,154329,79161,75168,51.29,"새천년민주당","박광태",75.49,19.9,26.3611074314479,4,149318,86471,62847,57.91,"열린우리당","강기정",59.82,33.87,56.6198595787362,4,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"HONAM",1,15.8,-1,-1,1,1,10.5083022286595,-19.7504499186289,1,"김대중",1,0,0,1,2.4,2.8,71.2
"48",2002-08-08,"국회의원","경기도","광명시",241995,73548,168447,30.3923634785843,"사직",1,"경기도지사출마(https://www.donga.com/news/article/all/20020526/7823256/1)","한나라당","전재희","여",56.36,2,"새천년민주당","남궁진","남",41.99,74.5031937544358,14.37,0.146110828673106,0.853889171326894,3,2,233821,140130,93691,59.93,"한나라당","손학규",47.35,46.03,97.2122492080253,3,NA,NA,NA,NA,"열린우리당(광명시 갑)/한나라당(광명시 을)",NA,NA,NA,NA,NA,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,0,-3,0,NA,-22.7090554535896,74.5031937544358,4,"김대중",0,0,0,2,2.4,2.8,71.2
"49",2002-08-08,"국회의원","경기도","하남시",91247,33082,58165,36.2554385349655,"당선무효",3,"선거법위반(https://www.joongang.co.kr/article/4283318#home)","한나라당","김황식","남",44.3,1,"새천년민주당","문학진","남",35.32,79.7291196388262,8.98,0.112785732228083,0.887214267771917,4,4,86738,47687,39051,54.98,"한나라당","유성근",40.14,34.92,86.9955156950673,2,96080,57110,38970,59.44,"열린우리당","문학진",42.65,33.5,78.5463071512309,6,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,-2,2,1,1,-7.26639605624108,1.18281248759524,4,"김대중",0,0,0,2,2.4,2.8,71.2
"50",2002-08-08,"국회의원","경기도","안성시",105924,46122,59802,43.5425399342925,"사망",1,"https://news.sbs.co.kr/news/endPage.do?news_id=N0311187779","한나라당","이해구","남",53.95,4,"새천년민주당","김선미","여",46.05,85.3568118628359,7.90000000000001,0.0790000000000001,0.921,2,2,95908,60255,35653,62.83,"새천년민주당","심규섭",49.61,43.33,87.3412618423705,4,111888,66397,45491,59.34,"열린우리당","김선미",50.89,39.8,78.207899390843,4,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,15.8,2,2,1,0,-1.98444997953455,7.14891247199296,2,"김대중",0,0,0,2,2.4,2.8,71.2
"51",2002-08-08,"국회의원","전라북도","군산시",196732,65358,131374,33.2218449464246,"사직",1,"전북지사출마(https://news.sbs.co.kr/news/endPage.do?news_id=N0311233606)","새천년민주당","강봉균","남",58.11,1,"무소속","함운경","남",37.59,64.6876613319566,20.52,0.214420062695925,0.785579937304075,3,3,196339,112755,83584,57.43,"새천년민주당","강현욱",68.86,27.81,40.3862910252687,3,196229,108677,87552,55.38,"열린우리당","강봉균",78.28,12.69,16.2110373019928,3,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"HONAM",1,15.8,0,0,0,1,24.301370306688,48.4766240299638,1,"김대중",1,1,0,2,2.4,2.8,71.2
"52",2002-08-08,"국회의원","경상남도","마산합포구",155361,45944,109417,29.5724152135993,"당선무효",3,"선거법위반(https://www.joongang.co.kr/article/1111817#home)","한나라당","김정부","남",47.79,1,"무소속","한석태","남",26.47,55.3881565181,21.32,0.287099380554807,0.712900619445193,6,6,155560,88733,66827,57.04,"한나라당","김호일",52.48,31.62,60.2515243902439,6,NA,NA,NA,NA,"한나라당",NA,NA,NA,NA,NA,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"PK",0,15.8,0,-6,0,NA,-4.86336787214388,55.3881565181,4,"김대중",0,1,0,2,2.4,2.8,71.2
"53",2002-08-08,"국회의원","제주시","북제주군",74255,42783,31472,57.6163221331897,"당선무효",3,"선거법위반(https://www.joongang.co.kr/article/4304254#home)","한나라당","양정규","남",50.78,6,"새천년민주당","홍성제","남",49.22,96.927924379677,1.56,0.0156,0.9844,2,2,73973,54893,19080,74.21,"새천년민주당","장정언",55.23,39.79,72.0441788882854,4,NA,NA,NA,NA,"열린우리당(제주시북제주군을)",NA,NA,NA,NA,NA,2004-04-15,616,1,2002-12-19,133,2006-05-31,1392,2002-12-19,133,0,19.7,62.7,"OTHERS",0,28.6,2,-2,1,NA,24.8837454913917,96.927924379677,2,"김대중",0,0,0,2,2.4,2.8,71.2
"54",2002-12-19,"국회의원","울산시","중구",165033,113688,51345,68.8880405737034,"사망",1,"https://www.joongang.co.kr/article/4310152#home","한나라당","정갑윤","남",43.3,1,"국민통합21","전나명","남",31.5,72.7482678983834,11.8,0.157754010695187,0.842245989304813,5,4,155973,88904,67069,57,"한나라당","김태호",47.94,38.16,79.5994993742178,5,167321,97842,69479,58.48,"한나라당","정갑윤",46.77,33.03,70.6221937139192,6,2004-04-15,483,1,2002-12-19,0,2006-05-31,1259,2002-12-19,0,0,19.7,62.7,"PK",0,44,0,1,0,1,-6.85123147583438,2.1260741844642,4,"김대중",0,1,0,1,3.7,2.8,71.2
"55",2003-04-24,"국회의원","서울시","양천구을",170578,45081,125497,26.4283788061766,"사직",2,"선거법위반조사(https://news.kbs.co.kr/news/view.do?ncd=421220)","한나라당","오경훈","남",48.8,1,"새천년민주당","양재호","남",46.4,95.0819672131148,2.4,0.0252100840336134,0.974789915966387,3,3,161549,82921,78628,51.33,"새천년민주당","김영배",48.1,44.1,91.6839916839917,4,170008,102314,67694,60.18,"열린우리당","김낙순",40.02,39.6,98.9505247376312,4,2004-04-15,357,0,2007-12-19,1700,2006-05-31,1133,2004-04-15,357,4,72.1,11.3,"OTHERS",0,44,1,1,1,1,3.39797552912309,-3.86855752451642,2,"김대중",0,0,0,1,3.7,3.5,73.7
"56",2003-04-24,"국회의원","경기도","의정부시",274372,71230,203142,25.9611039027306,"사직",1,"비서실장임명(https://www.mk.co.kr/news/politics/view/2003/03/78645/)","한나라당","홍문종","남",50.2,2,"새천년민주당","강성종","남",41,81.6733067729084,9.2,0.100877192982456,0.899122807017544,5,4,241755,131800,109955,54.52,"새천년민주당","문희상",45.76,23.66,51.7045454545455,5,NA,NA,NA,NA,"열린우리당(의정부시갑)/열린우리당(의정부시을)",NA,NA,NA,NA,NA,2004-04-15,357,0,2007-12-19,1700,2006-05-31,1133,2004-04-15,357,4,72.1,11.3,"OTHERS",0,44,0,-5,0,NA,29.9687613183629,81.6733067729084,2,"김대중",0,0,0,2,3.7,3.5,73.7
"57",2003-04-24,"국회의원","경기도","고양시덕양구갑",135305,34630,100675,25.5940283064188,"당선무효",3,"선거법위반(https://news.kbs.co.kr/news/view.do?ncd=332627)","개혁당(개혁국민정당)","유시민","남",43.3,1,"한나라당","이국헌","남",39.1,90.3002309468822,4.2,0.0509708737864077,0.949029126213592,6,4,128009,68879,59130,53.81,"새천년민주당","곽치영",49.95,41.02,82.1221221221221,4,138950,84559,54391,60.86,"열린우리당","유시민",47.93,37.27,77.7592322136449,4,2004-04-15,357,0,2007-12-19,1700,2006-05-31,1133,2004-04-15,357,4,72.1,11.3,"OTHERS",0,23.2,-2,-2,1,1,8.17810882476012,12.5409987332373,2,"노무현",0,0,0,2,3.7,3.5,73.7
"58",2005-04-30,"국회의원","경기도","성남시중원구",204521,59511,145010,29.097745463791,"당선무효",3,"선거법위반(https://news.sbs.co.kr/news/endPage.do?news_id=N0311695899)","한나라당","신상진","남",34.7,1,"민주노동당","정형주","남",27.4,78.9625360230547,7.3,0.117552334943639,0.882447665056361,7,4,203254,110014,93240,54.13,"열린우리당","이상락",39.21,24.78,63.1981637337414,6,206957,81071,125886,39.17,"한나라당","신상진",42.96,36.61,85.2188081936685,5,2008-04-09,1075,2,2007-12-19,963,2006-05-31,396,2006-05-31,396,2,33,55,"OTHERS",0,23.2,-1,-2,1,1,15.7643722893133,-6.25627217061378,2,"노무현",0,0,0,2,3.1,2.8,78.4
"59",2005-04-30,"국회의원","경기도","포천시연천군",148781,56748,92033,38.1419670522446,"당선무효",3,"선거법위반(https://imnews.imbc.com/replay/2005/nwdesk/article/1930360_30781.html)","한나라당","고조흥","남",64.6,1,"열린우리당","장명재","남",26.1,40.4024767801858,38.5,0.424476295479603,0.575523704520397,3,3,147386,84830,62556,57.56,"열린우리당","이철우",43.43,40.81,93.9673037071149,4,158217,75197,83020,47.53,"한나라당","김영우",49.68,29.72,59.8228663446055,4,2008-04-09,1075,2,2007-12-19,963,2006-05-31,396,2006-05-31,396,2,33,55,"OTHERS",0,23.2,1,1,1,1,-53.5648269269291,-19.4203895644197,2,"노무현",0,0,0,3,3.1,2.8,78.4
"60",2005-04-30,"국회의원","충청남도","공주시연기군",163609,61963,101646,37.8726109199372,"당선무효",3,"선거법위반(https://news.sbs.co.kr/news/endPage.do?news_id=N0311713303)","무소속","정진석","남",43.3,2,"열린우리당","이병령","남",35.7,82.4480369515012,7.59999999999999,0.0962025316455696,0.90379746835443,6,6,161292,88855,72437,55.09,"열린우리당","오시덕",46.64,35.51,76.1363636363636,4,162699,76475,86224,47,"자유선진당","심대평",63.32,25.45,40.1926721415035,5,2008-04-09,1075,2,2007-12-19,963,2006-05-31,396,2006-05-31,396,2,33,55,"CH",0,23.2,-2,-1,1,1,6.31167331513753,42.2553648099977,2,"노무현",0,0,0,3,3.1,2.8,78.4
"61",2005-04-30,"국회의원","충청남도","아산시",149239,47705,101534,31.965504995343,"당선무효",3,"선거법위반(https://www.mk.co.kr/news/home/view/2005/03/89286/)","한나라당","이진구","남",42.4,1,"열린우리당","임좌순","남",25.3,59.6698113207547,17.1,0.252584933530281,0.747415066469719,4,6,141653,75112,66541,53.03,"열린우리당","복기왕",37.35,34.25,91.7001338688086,6,173908,78016,95892,44.86,"자유선진당","이명수",53.09,31.36,59.069504614805,4,2008-04-09,1075,2,2007-12-19,963,2006-05-31,396,2006-05-31,396,2,33,55,"CH",0,23.2,2,0,1,1,-32.0303225480538,0.60030670594967,2,"노무현",0,0,0,2,3.1,2.8,78.4
"62",2005-04-30,"국회의원","경상북도","영천시",86123,50872,35251,59.069005956597,"당선무효",3,"선거법위반(https://news.sbs.co.kr/news/endPage.do?news_id=N0311721077)","한나라당","정희수","남",51.3,1,"열린우리당","정동윤","남",48.7,94.9317738791423,2.59999999999999,0.0259999999999999,0.974,2,2,87643,55107,32536,62.88,"한나라당","이덕모",42.73,28.39,66.4404399719167,5,85779,41044,44735,47.85,"한나라당","정희수",81.99,9.72,11.8551042810099,3,2008-04-09,1075,2,2007-12-19,963,2006-05-31,396,2006-05-31,396,2,33,55,"TK",0,23.2,3,1,1,1,28.4913339072256,83.0766695981324,4,"노무현",0,1,0,2,3.1,2.8,78.4
